ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
N4810,17.07,4.88,3.25,4.88,4.07,2.44,0,4.07,0,8.94,3.25,2.44,4.07,4.07,0,13.01,13.01,6.5,0,4.07
,,,,,,,,,,,,,,,,,,,,
N4812,8.01,1.52,5.84,9.02,2.41,3.81,2.67,5.59,5.72,13.72,1.91,3.43,3.3,4.83,6.23,7.24,4.45,5.46,1.91,2.92
,,,,,,,,,,,,,,,,,,,,
N4814,6.75,0.79,4.37,3.57,3.97,10.71,0.79,1.59,3.97,17.46,1.19,3.57,8.33,7.94,5.56,3.57,3.17,7.54,2.78,2.38
,,,,,,,,,,,,,,,,,,,,
N4816,5.16,0.29,5.16,4.01,5.73,4.3,5.73,4.58,6.02,9.17,2.29,3.15,6.02,4.87,4.3,10.32,5.44,6.02,0.86,6.59
,,,,,,,,,,,,,,,,,,,,
N4818,5.49,2.11,5.49,8.86,5.91,8.02,3.38,1.27,1.69,11.81,0.84,2.95,5.49,2.95,7.59,10.13,3.38,8.44,1.27,2.95
,,,,,,,,,,,,,,,,,,,,
N4820,5.45,16.36,0,3.64,5.45,3.64,1.82,1.82,7.27,3.64,5.45,5.45,1.82,1.82,0,18.18,16.36,1.82,0,0
,,,,,,,,,,,,,,,,,,,,
N4822,9.42,2.4,3.81,2.61,4.81,12.02,2,6.61,3.01,9.62,3.21,4.01,3.81,1.4,2.61,7.41,7.21,7.21,3.41,3.41
,,,,,,,,,,,,,,,,,,,,
N4824,6.88,2.8,3.66,3.23,3.87,4.52,1.29,7.96,6.88,7.31,2.8,7.53,4.95,2.8,2.8,7.31,8.39,9.68,1.94,3.44
,,,,,,,,,,,,,,,,,,,,
N4826,9.03,2.58,10.97,1.94,5.81,3.87,4.52,5.81,3.87,5.81,1.94,3.23,3.87,5.16,18.71,5.16,0,5.81,1.29,0.65
,,,,,,,,,,,,,,,,,,,,
N4828,7.73,0,5.67,6.7,4.12,7.73,3.09,8.25,6.7,10.31,1.55,1.55,2.06,5.67,3.61,9.28,4.64,10.31,0,1.03
,,,,,,,,,,,,,,,,,,,,
N4830,1.98,0,6.93,5.94,3.96,3.96,1.98,5.94,3.96,16.83,0.99,7.92,2.97,5.94,4.95,9.9,2.97,11.88,0.99,0
,,,,,,,,,,,,,,,,,,,,
N4832,6.56,0.77,5.41,6.18,5.41,5.41,4.25,6.18,8.11,11.58,2.32,1.16,3.86,5.41,1.93,8.11,4.63,5.79,0.77,6.18
,,,,,,,,,,,,,,,,,,,,
N4834,3.36,0.84,7.56,6.72,5.46,9.24,4.2,5.04,8.4,7.98,2.52,5.46,4.2,3.36,2.52,4.62,6.3,7.14,0.42,4.62
,,,,,,,,,,,,,,,,,,,,
N4836,9.01,1.32,5.93,7.47,3.96,8.13,3.08,5.71,4.18,8.57,2.86,3.08,4.62,5.27,6.59,5.49,5.05,5.93,1.98,1.76
,,,,,,,,,,,,,,,,,,,,
N4838,4.59,2.21,4.76,7.99,2.55,5.1,1.19,5.27,8.33,7.99,2.72,5.27,5.44,3.06,3.74,7.65,8.5,9.18,0.85,3.57
,,,,,,,,,,,,,,,,,,,,
N4840,6.9,2.1,5.58,5.82,4.26,4.79,2.35,5.82,5.97,11.59,3.23,3.33,5.38,4.35,4.75,8.07,4.4,6.12,1.32,3.86
,,,,,,,,,,,,,,,,,,,,
N4842,7.07,1.35,6.4,7.74,4.38,8.75,5.05,5.72,4.38,11.45,2.36,3.7,3.03,5.05,4.38,3.7,4.04,6.4,1.68,3.37
,,,,,,,,,,,,,,,,,,,,
N4844,5.76,1.44,7.55,9.71,5.4,4.68,3.6,6.47,8.27,9.71,2.16,4.32,2.88,2.52,1.8,4.68,6.47,8.27,0.36,3.96
,,,,,,,,,,,,,,,,,,,,
N4846,7.84,2.38,3.09,1.43,7.6,10.45,2.14,6.65,3.09,12.83,2.85,1.43,4.99,3.09,7.13,7.84,4.28,7.36,1.43,2.14
,,,,,,,,,,,,,,,,,,,,
N4848,15.15,1.52,3.41,6.44,2.65,6.06,0.76,7.58,1.89,9.85,1.14,1.52,6.06,9.09,4.55,7.2,5.3,6.82,1.89,1.14
,,,,,,,,,,,,,,,,,,,,
N4850,4.02,1.15,1.72,6.9,4.6,4.6,1.72,9.2,13.79,15.52,1.15,4.6,3.45,2.87,5.75,3.45,4.6,6.32,0.57,4.02
,,,,,,,,,,,,,,,,,,,,
N4852,7.87,2.01,5.36,4.69,2.35,7.2,5.86,3.69,4.52,8.71,1.68,3.35,5.53,7.54,5.86,9.05,6.2,5.53,0.67,2.35
,,,,,,,,,,,,,,,,,,,,
N4854,7.1,2.73,1.64,2.73,7.65,9.84,2.19,9.84,3.83,9.84,3.83,2.73,2.73,1.64,6.01,4.92,7.65,7.65,3.83,1.64
,,,,,,,,,,,,,,,,,,,,
N4856,4.8,2.23,6,7.03,4.46,7.38,1.54,5.83,10.81,7.03,3.26,8.23,2.74,3.09,2.57,8.4,2.74,6.52,0.69,4.63
,,,,,,,,,,,,,,,,,,,,
N4858,13.22,1.44,2.16,1.92,6.25,6.97,1.44,8.41,1.92,15.62,1.68,3.37,3.12,2.64,5.29,6.97,4.81,8.65,0.96,3.12
,,,,,,,,,,,,,,,,,,,,
N4860,7.12,0.65,4.85,3.88,3.24,5.5,1.29,6.8,2.91,7.44,1.94,7.44,5.83,4.85,3.88,9.06,8.74,7.44,1.29,5.83
,,,,,,,,,,,,,,,,,,,,
N4862,5.5,2.5,5.67,7.17,4,4.33,2.67,5.5,7.67,10.17,2.33,6,4.17,3.67,4.33,8.33,5.17,6,1.17,3.67
,,,,,,,,,,,,,,,,,,,,
N4864,8.12,1.74,2.51,9.48,4.45,5.03,1.93,4.64,4.45,11.22,1.93,3.87,3.68,5.22,8.32,7.16,4.26,4.84,1.16,6
,,,,,,,,,,,,,,,,,,,,
N4866,7.49,0.48,3.75,3.65,2.69,4.03,1.15,6.53,3.07,6.63,0.67,3.84,3.55,3.07,1.15,20.75,17,6.53,0.29,3.65
,,,,,,,,,,,,,,,,,,,,
N4868,5.56,1.69,7,5.8,4.83,6.52,1.69,6.28,6.76,7.25,1.93,7,5.07,3.62,4.35,5.07,6.28,5.8,2.42,5.07
,,,,,,,,,,,,,,,,,,,,
N4870,2.23,1.97,6.55,6.03,6.03,2.1,2.1,6.42,6.68,12.58,1.18,8.13,4.33,3.41,5.37,9.83,5.5,4.85,0.79,3.93
,,,,,,,,,,,,,,,,,,,,
N4872,12.75,0.67,4.03,6.71,4.03,8.72,0.67,4.7,9.4,4.7,1.34,8.05,2.01,5.37,5.37,9.4,4.7,3.36,0.67,3.36
,,,,,,,,,,,,,,,,,,,,
N4874,4.36,0.36,2.91,1.82,11.27,5.09,1.45,9.45,3.64,14.91,5.09,4.36,4.73,2.91,3.27,6.55,3.27,6.91,2.91,4.73
,,,,,,,,,,,,,,,,,,,,
N4876,6.5,2.82,4.8,5.93,2.82,5.08,3.11,3.67,3.39,11.02,1.98,2.26,8.76,6.21,7.34,7.06,5.08,5.93,3.39,2.82
,,,,,,,,,,,,,,,,,,,,
N4878,6.44,1.14,1.89,4.17,8.33,3.03,2.27,10.98,2.65,14.02,3.79,4.92,4.17,1.14,3.79,8.33,4.55,7.2,1.52,5.68
,,,,,,,,,,,,,,,,,,,,
N4880,10.67,1.52,5.18,6.25,3.35,5.34,2.29,4.42,3.81,13.26,1.68,2.9,3.51,6.25,7.01,7.62,3.96,6.1,2.29,2.59
,,,,,,,,,,,,,,,,,,,,
N4882,10.12,0,5.21,9.2,2.45,7.67,0.92,4.6,8.59,7.98,3.07,3.68,4.29,3.68,2.15,4.6,7.36,11.66,0.31,2.45
,,,,,,,,,,,,,,,,,,,,
N4884,4.89,0.45,7.88,7.07,3.8,6.88,0.72,5.43,8.61,7.25,1.99,11.05,2.17,2.08,2.99,6.34,5.8,6.34,1,7.25
,,,,,,,,,,,,,,,,,,,,
N4886,3.9,10.39,3.9,9.09,2.6,6.49,0,5.19,7.79,2.6,3.9,7.79,3.9,2.6,3.9,7.79,3.9,7.79,2.6,3.9
,,,,,,,,,,,,,,,,,,,,
N4888,11.17,1.02,9.14,6.09,3.55,4.06,3.05,5.08,7.11,9.14,3.05,0.51,2.03,4.06,3.55,6.09,5.58,7.11,3.05,5.58
,,,,,,,,,,,,,,,,,,,,
N4890,11.81,0.21,5.27,4.22,5.06,6.75,2.53,4.43,6.75,8.86,0.63,4.43,3.8,3.38,3.16,8.86,6.75,9.07,0.84,3.16
,,,,,,,,,,,,,,,,,,,,
N4892,9.97,0.64,5.14,3.86,2.25,9.97,2.57,2.57,0.96,10.29,0.96,0.96,8.04,1.61,14.15,5.14,6.43,10.29,1.93,2.25
,,,,,,,,,,,,,,,,,,,,
N4894,12.5,0.89,7.14,6.25,2.68,8.04,3.57,4.46,0.89,13.39,1.79,1.79,5.36,1.79,8.93,2.68,7.14,8.93,0,1.79
,,,,,,,,,,,,,,,,,,,,
N4896,3.97,2.65,0.66,0.66,5.3,1.99,9.27,12.58,4.64,9.27,1.99,7.28,7.28,0.66,1.99,5.96,12.58,3.31,0,7.95
,,,,,,,,,,,,,,,,,,,,
N4898,4.08,1.9,8.42,5.16,4.62,4.62,2.17,8.97,7.07,8.42,3.8,5.43,4.89,4.35,4.35,7.61,3.53,5.98,1.09,3.53
,,,,,,,,,,,,,,,,,,,,
N4900,5.05,0.87,4.57,4.96,6.51,3.98,2.33,8.45,4.96,13.12,2.43,6.41,4.47,3.11,3.69,8.75,5.15,5.54,1.46,4.18
,,,,,,,,,,,,,,,,,,,,
N4902,4.86,1.87,7.29,8.22,5.61,6.17,3.18,7.29,7.66,8.79,2.62,4.3,4.49,2.43,5.42,5.42,3.74,5.42,0.75,4.49
,,,,,,,,,,,,,,,,,,,,
N4904,3.59,1.2,4.79,4.79,6.59,6.59,0.6,5.39,7.19,12.57,1.2,5.99,3.59,2.99,3.59,6.59,8.38,7.78,2.4,4.19
,,,,,,,,,,,,,,,,,,,,
N4906,6.61,0,5.06,5.06,6.61,2.72,1.17,10.12,7.39,10.89,2.72,7,3.11,10.12,3.5,7.78,5.06,3.11,0,1.95
,,,,,,,,,,,,,,,,,,,,
N4908,11.44,0.85,3.39,8.05,4.24,6.78,1.69,6.36,2.97,11.02,2.12,5.51,3.39,6.36,5.08,5.08,5.51,6.36,1.27,2.54
,,,,,,,,,,,,,,,,,,,,
N4910,9.21,1.08,5.96,6.23,4.61,8.13,2.17,4.34,9.49,7.05,2.17,6.5,4.88,3.25,2.44,3.79,4.61,7.59,1.63,4.88
,,,,,,,,,,,,,,,,,,,,
N4912,9.35,1.44,5.76,5.76,3.6,4.32,3.6,5.04,7.91,14.39,2.16,2.16,2.16,2.16,5.76,8.63,6.47,5.76,2.16,1.44
,,,,,,,,,,,,,,,,,,,,
N4914,11.15,0.38,7.12,8.65,3.85,5.96,1.92,5.19,5.38,10.96,2.69,3.65,4.62,4.23,5.96,4.81,4.62,4.62,1.73,2.5
,,,,,,,,,,,,,,,,,,,,
N4916,6.3,0.86,4.3,8.31,8.02,6.88,1.43,5.44,6.3,8.88,1.72,3.44,4.87,3.72,5.16,6.02,4.87,8.6,1.72,3.15
,,,,,,,,,,,,,,,,,,,,
N4918,1.67,4.17,10,6.67,2.5,5.83,1.67,5.83,12.5,10.83,3.33,10,3.33,3.33,1.67,5.83,0.83,6.67,0.83,2.5
,,,,,,,,,,,,,,,,,,,,
N4920,7.58,1.52,5.05,5.56,5.05,6.82,3.28,7.83,5.05,9.09,3.28,3.03,3.79,4.8,4.8,7.58,6.31,5.3,1.01,3.28
,,,,,,,,,,,,,,,,,,,,
N4922,8.04,2.1,5.24,3.85,2.45,8.74,3.15,5.59,5.59,8.74,2.8,5.59,8.04,4.2,5.94,5.24,4.2,5.59,2.45,2.45
,,,,,,,,,,,,,,,,,,,,
N4924,8.79,0,5.97,5.64,4.31,7.79,2.49,6.14,9.12,9.12,2.16,6.47,4.31,2.49,1.99,6.47,5.64,6.3,0.66,4.15
,,,,,,,,,,,,,,,,,,,,
N4926,9.58,0,3.73,5.84,2.92,8.12,1.14,9.42,4.87,11.53,2.44,5.84,3.08,4.71,4.55,5.52,6.98,6.66,0.65,2.44
,,,,,,,,,,,,,,,,,,,,
N4928,10.31,0.77,1.55,1.8,6.96,7.73,1.8,12.11,2.58,12.37,3.09,2.58,3.35,4.12,2.84,7.47,3.61,7.22,2.58,5.15
,,,,,,,,,,,,,,,,,,,,
N4930,4.3,0,6.45,8.6,1.08,4.3,4.3,7.53,7.53,12.9,3.23,8.6,2.15,6.45,1.08,4.3,4.3,10.75,1.08,1.08
,,,,,,,,,,,,,,,,,,,,
N4932,10.34,0.77,2.3,4.41,8.62,5.75,1.53,11.49,4.79,13.6,3.64,3.45,3.45,2.68,1.53,5.75,4.79,7.85,1.15,2.11
,,,,,,,,,,,,,,,,,,,,
N4934,4.15,1.24,6.64,6.64,6.64,8.71,2.07,4.98,8.3,6.22,3.32,3.32,5.39,2.9,2.9,7.88,5.81,9.54,1.24,2.07
,,,,,,,,,,,,,,,,,,,,
N4936,2.41,2.41,3.61,15.66,1.2,3.61,1.2,12.05,7.23,13.25,2.41,6.02,1.2,8.43,2.41,4.82,4.82,3.61,2.41,1.2
,,,,,,,,,,,,,,,,,,,,
N4938,8.73,0.6,5.72,4.82,5.42,4.52,2.11,4.22,8.13,10.24,1.51,5.12,4.82,6.33,1.81,5.72,8.13,6.93,2.11,3.01
,,,,,,,,,,,,,,,,,,,,
N4940,8.59,0,3.07,3.07,9.2,6.75,0.61,12.27,1.23,12.88,1.84,2.45,1.84,5.52,3.07,7.36,6.13,7.98,2.45,3.68
,,,,,,,,,,,,,,,,,,,,
N4942,6.6,0.94,6.13,8.49,4.25,4.25,1.42,3.77,7.55,12.74,4.72,3.3,5.66,3.77,4.25,5.66,4.25,7.08,0.94,4.25
,,,,,,,,,,,,,,,,,,,,
N4944,5.63,0.85,9.86,4.23,3.66,7.89,1.13,5.35,5.35,11.83,2.54,4.79,6.2,4.51,3.94,3.94,4.79,7.61,1.41,4.51
,,,,,,,,,,,,,,,,,,,,
N4946,5.97,5.22,3.23,5.47,6.47,5.47,1.49,6.72,4.73,5.47,1.74,4.48,7.71,4.73,4.98,8.21,7.71,6.97,0.5,2.74
,,,,,,,,,,,,,,,,,,,,
N4948,8.64,0.62,5.86,5.86,3.09,6.79,1.23,8.02,4.01,9.57,2.16,5.56,4.32,5.86,4.94,4.32,6.48,8.33,1.85,2.47
,,,,,,,,,,,,,,,,,,,,
N4950,8.51,0,8.94,8.51,6.17,9.57,2.34,5.53,7.02,8.72,2.77,3.83,4.68,2.13,2.34,4.26,4.68,5.32,0.43,4.26
,,,,,,,,,,,,,,,,,,,,
N4952,11.35,0.9,6.31,7.75,3.06,7.57,0.72,6.67,2.52,7.57,4.5,4.14,3.42,3.78,6.49,7.39,5.23,7.21,0.54,2.88
,,,,,,,,,,,,,,,,,,,,
N4954,8.7,1.81,5.8,8.33,2.17,7.61,3.26,6.16,3.26,10.51,6.16,3.62,6.52,2.17,5.8,3.62,3.99,3.99,0.72,5.8
,,,,,,,,,,,,,,,,,,,,
N4956,7.09,3.43,6.64,8.47,4.35,8.92,2.97,4.81,6.64,7.32,2.06,2.75,5.72,2.97,5.03,5.26,3.89,5.95,2.29,3.43
,,,,,,,,,,,,,,,,,,,,
N4958,7.42,0.18,3.18,4.42,3.53,5.12,2.47,7.42,5.65,8.3,2.47,3.71,7.42,6.18,4.59,5.83,7.07,7.07,2.65,5.3
,,,,,,,,,,,,,,,,,,,,
N4960,9.75,0.75,6,5.5,2.75,7.5,2.75,5.75,1.75,10,2.75,4.25,7.5,3.75,8.75,6.75,3.75,8.75,0,1.25
,,,,,,,,,,,,,,,,,,,,
N4962,9.29,0.24,7.58,4.4,3.42,6.6,1.22,4.65,5.13,11.25,2.69,2.69,7.09,5.87,3.67,7.33,2.93,7.58,0.98,5.38
,,,,,,,,,,,,,,,,,,,,
N4964,6.64,0,3.69,5.17,4.43,5.9,3.32,9.59,3.69,10.7,0.74,9.23,5.17,5.17,4.8,7.01,7.01,5.54,0.37,1.85
,,,,,,,,,,,,,,,,,,,,
N4966,7.87,0,5.57,6.23,2.62,5.57,0.33,3.93,4.59,10.82,2.95,4.26,7.87,6.56,4.92,6.56,5.57,10.49,1.64,1.64
,,,,,,,,,,,,,,,,,,,,
N4968,3.96,3.71,4.7,3.47,4.46,7.67,3.96,3.96,2.23,13.37,2.48,2.23,3.47,7.43,8.17,8.66,2.23,12.87,0.74,0.25
,,,,,,,,,,,,,,,,,,,,
N4970,10.04,0.72,6.09,7.89,2.87,8.6,1.79,6.09,5.02,9.14,1.43,2.33,4.12,5.02,5.73,6.09,5.56,8.96,0.54,1.97
,,,,,,,,,,,,,,,,,,,,
N4972,8.58,1.29,4.29,2.15,8.58,9.01,2.15,3.86,2.58,11.16,3,7.3,6.44,3.43,2.58,5.58,6.44,9.01,0.43,2.15
,,,,,,,,,,,,,,,,,,,,
N4974,5.84,0.65,5.19,5.84,6.49,3.25,1.3,9.09,11.04,8.44,3.9,7.79,3.25,2.6,3.9,7.79,1.95,7.79,0.65,3.25
,,,,,,,,,,,,,,,,,,,,
N4976,6.37,1.38,6.2,6.2,4.13,6.88,1.89,5.34,5.68,11.36,2.41,4.3,3.79,4.3,6.2,10.15,3.79,6.02,1.55,2.07
,,,,,,,,,,,,,,,,,,,,
N4978,8.99,0.63,6.47,4.1,3.47,9.15,1.89,3.94,4.1,7.1,1.74,6.47,4.89,2.52,3.79,9.46,7.57,6.78,1.74,5.21
,,,,,,,,,,,,,,,,,,,,
N4980,3.53,0.64,4.65,5.3,4.01,4.82,0.16,10.43,5.3,7.38,0.8,12.84,4.33,3.37,3.37,8.67,8.19,4.82,0.16,7.22
,,,,,,,,,,,,,,,,,,,,
N4982,14.71,0.52,3.63,3.81,4.67,12.28,0.69,3.98,1.56,14.36,2.6,0.69,5.19,2.94,5.71,4.84,5.71,9.86,1.56,0.69
,,,,,,,,,,,,,,,,,,,,
N4984,6.54,0,2.8,2.8,9.35,7.48,1.87,6.54,0.93,14.95,6.54,4.67,3.74,0,1.87,6.54,8.41,8.41,3.74,2.8
,,,,,,,,,,,,,,,,,,,,
N4986,10,1.39,1.94,4.44,7.22,9.17,2.78,8.61,0.28,8.33,3.06,6.11,4.44,3.33,3.61,6.94,5,6.67,2.78,3.89
,,,,,,,,,,,,,,,,,,,,
N4988,7.12,1.78,4.83,6.11,4.58,9.41,1.02,5.09,6.87,9.41,2.04,2.8,4.33,2.8,3.56,9.41,8.14,6.87,0.51,3.31
,,,,,,,,,,,,,,,,,,,,
N4990,15.98,0.59,5.03,6.21,2.66,9.47,0.3,3.55,5.62,7.69,1.48,3.55,4.14,3.85,3.55,7.99,6.51,7.4,1.18,3.25
,,,,,,,,,,,,,,,,,,,,
N4992,8.17,1.99,5.3,5.96,3.53,6.4,1.55,6.18,7.06,8.83,1.99,4.64,5.96,2.65,3.75,10.6,3.97,7.28,1.55,2.65
,,,,,,,,,,,,,,,,,,,,
N4994,4.91,1.45,2.89,2.31,11.85,3.47,1.16,10.98,5.2,9.54,2.31,6.07,2.6,2.89,1.73,11.56,6.36,7.8,0.58,4.34
,,,,,,,,,,,,,,,,,,,,
N4996,6.58,0.66,9.21,3.95,1.97,4.61,0.66,7.89,9.21,10.53,2.63,2.63,7.89,1.97,1.32,10.53,5.26,8.55,0.66,3.29
,,,,,,,,,,,,,,,,,,,,
N4998,6.82,0,3.2,5.12,0.21,26.65,10.45,1.92,6.61,2.56,2.56,1.92,2.77,6.61,0.21,1.07,17.06,1.49,0,2.77
,,,,,,,,,,,,,,,,,,,,
N5000,3.28,2.09,2.39,1.79,7.76,3.58,1.19,13.73,3.28,11.64,3.88,4.18,4.18,1.79,4.48,9.85,5.97,8.06,1.49,5.37
,,,,,,,,,,,,,,,,,,,,
N5002,7.63,2.8,2.8,3.31,5.6,4.83,2.54,6.36,1.78,9.67,5.09,5.34,4.33,2.8,6.87,7.38,6.36,9.16,1.53,3.82
,,,,,,,,,,,,,,,,,,,,
N5004,5.39,0.49,6.37,9.8,3.92,1.47,0.98,7.84,11.76,10.29,0.49,7.84,1.47,6.37,4.9,9.8,3.92,1.47,0.98,4.41
,,,,,,,,,,,,,,,,,,,,
N5006,4.91,0.57,5.47,7.36,3.77,7.92,2.08,5.09,7.36,10.38,2.45,6.04,3.77,2.83,3.77,8.68,3.21,8.68,0.57,5.09
,,,,,,,,,,,,,,,,,,,,
N5008,15.13,0,5.9,6.64,1.48,9.96,1.48,7.75,1.11,7.38,0.37,1.11,6.27,1.48,7.38,6.27,6.64,12.92,0.37,0.37
,,,,,,,,,,,,,,,,,,,,
N5010,4,0.44,6.56,6.67,6.78,3.56,3.22,9,12.33,7.33,1.78,7.78,2.44,2.33,3.89,6.33,3.11,4.56,0.78,7.11
,,,,,,,,,,,,,,,,,,,,
N5012,3.48,1.45,6.67,9.57,4.64,3.19,1.74,4.64,8.99,9.86,0.87,8.12,5.22,4.64,6.38,8.12,4.06,4.93,0.58,2.9
,,,,,,,,,,,,,,,,,,,,
N5014,4.29,0.71,5,1.43,6.79,0.71,0.36,11.79,5.71,13.21,1.43,3.93,4.64,2.14,3.93,11.43,8.57,5.36,3.21,5.36
,,,,,,,,,,,,,,,,,,,,
N5016,4.8,2.95,7.01,6.27,5.54,7.75,1.11,5.54,9.23,8.86,1.48,4.06,2.95,3.69,2.58,8.12,8.86,5.17,2.58,1.48
,,,,,,,,,,,,,,,,,,,,
N5018,5.63,0.17,7.65,6.22,2.02,4.29,0.84,5.05,10.26,5.72,1.43,6.73,7.23,4.04,3.7,16.57,6.14,5.21,0.17,0.93
,,,,,,,,,,,,,,,,,,,,
N5020,3.9,1.8,5.7,6.6,5.55,5.7,2.4,6.9,6,9.75,1.8,6.45,4.35,3.45,4.95,10.49,5.25,5.25,0.6,3.15
,,,,,,,,,,,,,,,,,,,,
N5022,3.92,1.54,4.99,8.43,7.13,2.38,2.73,6.06,8.79,10.33,2.49,6.06,3.09,3.92,4.63,7.96,5.58,4.51,0.59,4.87
,,,,,,,,,,,,,,,,,,,,
N5024,4.81,1.13,6.3,5.76,6.6,3.8,1.43,7.9,5.94,13.25,1.43,6.54,2.44,3.27,3.57,9.74,5.35,6.12,0.71,3.92
,,,,,,,,,,,,,,,,,,,,
N5026,3.46,0.86,4.9,5.76,6.34,4.9,1.15,6.05,11.82,8.36,1.44,7.78,4.61,2.31,5.19,8.65,6.63,5.76,1.15,2.88
,,,,,,,,,,,,,,,,,,,,
N5028,3.23,0.29,7.18,7.62,4.11,4.11,2.35,6.16,6.89,8.65,1.76,7.18,3.67,7.48,3.96,9.68,5.28,4.25,1.32,4.84
,,,,,,,,,,,,,,,,,,,,
N5030,7.35,1.11,4.9,6.46,6.01,7.57,1.34,5.79,5.12,7.35,1.11,6.24,4.9,3.12,4.68,8.91,6.24,7.35,1.11,3.34
,,,,,,,,,,,,,,,,,,,,
N5032,6.49,1.56,7.79,7.79,4.16,5.71,0.26,6.23,7.79,7.01,3.9,5.71,3.12,4.42,3.64,8.83,5.19,5.97,0.52,3.9
,,,,,,,,,,,,,,,,,,,,
N5034,5.31,0,7.96,7.08,5.31,6.19,7.96,3.54,7.96,5.31,0.88,8.85,0,7.08,2.65,14.16,4.42,0.88,0,4.42
,,,,,,,,,,,,,,,,,,,,
N5036,4.96,2.13,4.26,7.33,3.55,3.55,2.84,5.91,7.57,13.48,2.13,5.2,3.31,4.02,7.57,6.86,3.78,5.91,1.18,4.49
,,,,,,,,,,,,,,,,,,,,
N5038,6.21,1.93,3.72,4,5.93,4.55,2.07,9.93,3.59,14.62,3.45,4.83,3.86,2.76,3.45,11.59,5.66,4.41,1.38,2.07
,,,,,,,,,,,,,,,,,,,,
N5040,4.48,1.99,6.47,12.94,1.99,2.49,2.49,4.98,6.97,10.95,2.99,6.97,1.49,7.96,4.98,5.97,2.49,6.97,1,3.48
,,,,,,,,,,,,,,,,,,,,
N5042,3.77,0,8.37,6.28,3.77,2.93,1.67,7.11,7.95,14.64,3.35,7.53,2.51,4.18,5.02,8.37,5.86,3.77,0.84,2.09
,,,,,,,,,,,,,,,,,,,,
N5044,4,1.15,6.49,7.22,5.4,3.28,2.31,7.22,7.77,12.2,1.7,6.43,2.85,4.13,4.25,8.98,4.61,4.37,1.21,4.43
,,,,,,,,,,,,,,,,,,,,
N5046,6.45,0,4.03,8.06,2.42,9.68,3.23,4.03,4.84,17.74,2.42,2.42,5.65,0.81,5.65,9.68,4.84,5.65,1.61,0.81
,,,,,,,,,,,,,,,,,,,,
N5048,3.25,2.53,3.97,6.86,5.78,3.61,2.53,7.94,10.11,11.19,2.53,8.66,2.17,3.97,2.17,6.86,6.5,5.78,0.72,2.89
,,,,,,,,,,,,,,,,,,,,
N5050,7.21,0.48,3.37,11.54,7.69,0,0.96,7.69,9.62,13.94,1.92,6.25,0.96,6.25,5.29,6.73,3.37,4.81,1.44,0.48
,,,,,,,,,,,,,,,,,,,,
N5052,8.64,1.23,4.94,4.12,5.35,7,2.06,11.52,8.64,9.05,1.23,10.29,2.06,4.12,2.06,4.94,5.76,4.53,0,2.47
,,,,,,,,,,,,,,,,,,,,
N5054,6.16,0,7.86,11.89,2.76,4.25,1.49,5.52,10.4,9.34,1.27,6.37,4.03,3.4,3.4,7.64,7.22,3.61,0.64,2.76
,,,,,,,,,,,,,,,,,,,,
N5056,11.4,6.62,2.57,8.09,2.94,6.62,2.57,2.94,4.04,9.19,1.84,2.57,9.56,4.04,4.41,7.35,4.04,4.41,2.21,2.57
,,,,,,,,,,,,,,,,,,,,
N5058,8.14,1.02,9.83,7.46,2.71,10.51,0.68,4.41,2.71,9.49,1.69,4.07,3.05,4.41,3.73,7.46,7.12,7.12,0.68,3.73
,,,,,,,,,,,,,,,,,,,,
N5060,12.78,0.75,3.01,6.77,3.76,5.26,1.5,3.76,4.51,9.02,0.75,2.26,10.53,2.26,10.53,4.51,7.52,4.51,1.5,4.51
,,,,,,,,,,,,,,,,,,,,
N5062,6.08,3.87,4.42,7.18,5.52,4.42,3.87,4.42,7.73,14.36,4.97,3.31,2.76,3.31,6.63,6.63,3.31,4.42,0,2.76
,,,,,,,,,,,,,,,,,,,,
N5064,4.19,1.4,5.19,6.69,3.79,4.69,3.39,7.19,7.88,11.88,1.5,5.09,4.09,4.89,4.59,7.88,5.19,4.49,1.8,4.19
,,,,,,,,,,,,,,,,,,,,
N5066,4.67,1.42,5.89,4.07,4.47,6.91,1.63,7.11,6.91,11.18,1.42,5.89,3.25,4.47,5.69,8.74,5.08,6.71,0.61,3.86
,,,,,,,,,,,,,,,,,,,,
N5068,4.91,2.76,7.36,4.91,6.13,2.76,2.76,4.91,6.75,7.36,1.23,6.13,8.28,7.67,4.29,7.06,6.13,4.6,0.61,3.37
,,,,,,,,,,,,,,,,,,,,
N5070,4.17,1.79,5.36,7.14,2.98,4.17,4.76,8.33,5.95,8.33,1.79,8.33,5.36,2.38,5.95,5.95,7.14,5.36,0.6,4.17
,,,,,,,,,,,,,,,,,,,,
N5072,4.86,2.96,6.34,6.77,4.86,10.15,2.11,5.29,5.71,4.86,2.11,3.38,6.55,1.27,4.44,6.77,5.07,6.77,1.69,8.03
,,,,,,,,,,,,,,,,,,,,
N5074,8.14,1.96,3.92,5.28,5.73,7.99,1.51,7.54,5.43,8.6,2.87,4.37,3.62,3.17,4.07,8.3,4.07,7.54,1.96,3.92
,,,,,,,,,,,,,,,,,,,,
